_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,reason,upvotedownvote,upvotedownvote_gold,username
941563986,4/27/2016 09:17:58,false,1970045437,,4/27/2016 09:17:38,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"mulanhe
"
941563986,4/27/2016 09:19:32,false,1970046220,,4/27/2016 09:18:50,false,clixsense,0.5833,24407638,TUR,68,Ankara,78.186.36.174,thoughtful,Upvote user,,"mulanhe
"
941563986,4/27/2016 10:34:30,false,1970085182,,4/27/2016 10:28:07,false,clixsense,0.555,32228468,ESP,55,Burgos,83.43.224.119,"He speaks in detail and in first person, as if it were one of the contributors",Upvote user,,"mulanhe
"
941563987,4/27/2016 08:50:26,false,1970031001,,4/27/2016 08:49:15,false,neodev,1.0,35603616,IND,28,Kolkata,202.142.70.157,it is a good topic,Upvote user,,"gaga
"
941563987,4/27/2016 08:54:12,false,1970032970,,4/27/2016 08:53:28,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"gaga
"
941563987,4/27/2016 08:54:42,false,1970033213,,4/27/2016 08:50:39,false,clixsense,0.5278,6431343,PRT,14,Lisbon,46.189.150.229,"After read the document my opinion is, great about the annotation, thats why i gave an Upvote.",Upvote user,,"gaga
"
941563987,4/27/2016 09:20:14,false,1970046525,,4/27/2016 09:19:46,false,clixsense,0.5833,24407638,TUR,68,Ankara,78.186.36.174,thoughtful,Upvote user,,"gaga
"
941563987,4/27/2016 09:52:14,false,1970063264,,4/27/2016 09:51:29,false,elite,0.595,37175473,IDN,08,Surabaya,36.74.179.190,good,Upvote user,,"gaga
"
941563988,4/27/2016 09:16:45,false,1970044802,,4/27/2016 09:15:36,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"Rohan Bhide
"
941563988,4/27/2016 09:23:29,false,1970048176,,4/27/2016 09:18:44,false,clixsense,0.5278,6431343,PRT,14,Lisbon,46.189.150.229,Good one in my opinion.,Upvote user,,"Rohan Bhide
"
941563988,4/27/2016 09:58:33,false,1970066570,,4/27/2016 09:53:20,false,clixsense,0.6111,12800257,PHL,D9,Makati City,180.190.115.182,same as the last answer. The highlighted part is the exact same.,Upvote user,,"Rohan Bhide
"
941563988,4/27/2016 10:01:37,false,1970068435,,4/27/2016 09:48:31,false,clixsense,0.64,6342275,QAT,01,Doha,78.100.154.161,"same as mentioned before:comprehensive, detailed  and lot of efforts reflected their professionalism",Upvote user,,"Rohan Bhide
"
941563988,4/27/2016 10:41:19,false,1970087836,,4/27/2016 10:35:46,false,neodev,0.55,14073714,GRC,35,Athens,85.72.45.249,"although some data sets are not fully commented, comments includes the main parts of the article",Upvote user,,"Rohan Bhide
"
941563989,4/27/2016 08:49:14,false,1970030284,,4/27/2016 08:47:31,false,neodev,1.0,35603616,IND,28,Kolkata,202.142.70.157,it is a good topic,Upvote user,,"rohanbhide
"
941563989,4/27/2016 08:54:33,false,1970033150,,4/27/2016 08:50:02,false,neodev,0.8,33426493,IND,28,Kolkata,117.227.108.7,its nicely written,Upvote user,,"rohanbhide
"
941563989,4/27/2016 09:17:58,false,1970045439,,4/27/2016 09:17:38,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"rohanbhide
"
941563989,4/27/2016 09:19:32,false,1970046223,,4/27/2016 09:18:50,false,clixsense,0.5833,24407638,TUR,68,Ankara,78.186.36.174,thoughtful,Upvote user,,"rohanbhide
"
941563989,4/27/2016 10:34:30,false,1970085179,,4/27/2016 10:28:07,false,clixsense,0.555,32228468,ESP,55,Burgos,83.43.224.119,No comments of this person,Downvote user,,"rohanbhide
"
